0	0.464
10	0.313
20	0.462
30	0.587
40	0.698
50	0.800
60	0.896
70	0.990
80	1.116
90	1.238
100	1.331
110	1.399
120	1.455
130	1.508
140	1.559
150	1.607
160	1.655
170	1.700
180	1.740
190	1.778
200	1.815
210	1.850
220	1.885
230	1.920
240	1.956
250	1.992
260	2.029
270	2.068
280	2.106
290	2.147
300	2.189
310	2.233
320	2.278
330	2.326
340	2.375
350	2.427
360	2.481
370	2.536
380	2.594
390	2.653
400	2.715

