0	0.508
10	0.682
20	1.100
30	1.440
40	1.729
50	1.981
60	2.200
70	2.390
80	2.566
90	2.715
100	2.776
110	2.804
120	2.830
130	2.857
140	2.883
150	2.910
160	2.938
170	2.969
180	3.002
190	3.036
200	3.072
210	3.109
220	3.145
230	3.181
240	3.219
250	3.257
260	3.295
270	3.335
280	3.375
290	3.415
300	3.453
310	3.490
320	3.527
330	3.563
340	3.599
350	3.635
360	3.671
370	3.707
380	3.743
390	3.779
400	3.817

