#sensor type;batch #;wafer #;sensor name;manufacturer;production date;current owner;current location;V_fd, V;I_150V_20C, uA;I_250V_20C;strips defect, p-side;strips defect, n-side;quality grade (0..10);problem, Y/N;passed, Y/N;comment
CBM06C6;331828;1;0;CiS;03/06/14;J. Heuser;GSI;71.61;11.198;15.562;10;0;0;YES;NO;NO
CBM06C6;331828;2;0;CiS;03/06/14;J. Heuser;GSI;77;9.883;11.654;4;0;0;NO;YES;NO
CBM06C6;331828;3;0;CiS;03/06/14;J. Heuser;GSI;0;16.142;39.72;0;0;0;NO;NO;NO
CBM06C6;331828;4;0;CiS;03/06/14;J. Heuser;GSI;71;10.46;12.332;0;0;0;NO;YES;NO
