0	0.0000
10	0.0133
20	3.4912
30	4.8975
40	6.1028
50	7.1343
60	8.1266
70	8.7850
80	8.9826
90	9.1598
100	9.3566
110	9.5799
120	9.8262
130	10.0734
140	10.2914
150	10.4642
160	10.5936
170	10.6964
180	10.7779
190	10.8532
200	10.9268
210	11.0003
220	11.0721
230	11.1439
240	11.2174
250	11.2927
260	11.3681
270	11.4425
280	11.5134
290	11.5772
300	11.6437
310	11.7083
320	11.7748
330	11.8616
340	12.0335
350	12.3322
360	12.8718
370	13.6055
380	14.4199
390	15.3778
400	16.2577
